ID товара,Название,Автор,Цикл,Том,Категория,Подкатегории,Издательство,Серия,Год издания,Возрастные ограничения,Переводчик,Художник,Цена,Цена со скидкой,Рейтинг,Кол-во оценок,ISBN,Аннотация,Отрывок,Обложка,Кол-во страниц,Тип обложки,Формат,Вес,Тираж,Наличие на сайте,Поступит в продажу,Наличие в магазинах,Наличие в местных магазинах,Карта
2910648,"Раскраска № РАС 2206 (""Паучок и его удивительные друзья"")",Розанова Е. (ред.),-,-,Детская художественная литература,Раскраски,АО 'Издательский дом 'Лев',Раскраска,2022,0+,-,-,63,63,0.0,0,978-5-4471-7552-8,"Раскраска поможет развить вашему ребенку фантазию и образное мышление. Ребенок научится передавать цветовую гамму, обретет навыки рисования.",-,https://img-gorod.ru/29/106/2910648_detail.jpg,12,Мягкая глянцевая,28.5 x 21.5 x 0.1,60,15000,Нет в наличии,-,-,-,-
2913147,Билибино. Опыт построения образа города в авторских интервью Марии Власенко,Мария Власенко,-,-,Детская художественная литература,"Проза для детей. Повести, рассказы",Октопус,Точка на карте. Север,2022,12+,-,Власенко М.,728,728,3.5,2,-,"История заполярного города Билибино на Чукотке начинается в 1955 году. Сейчас здесь проживает всего около пяти тысяч человек, в магазинах запредельные цены, а дома из-за вечной мерзлоты стоят на сваях. В книге мы знакомимся с семью разными людьми, каждый из которых рассказывает о себе, о городе и своем месте в нем. Для среднего и старшего школьного возраста.",-,https://img-gorod.ru/29/131/2913147_detail.jpg,168,Твердая бумажная,26.5 x 17.6 x 1.4,530,2000,Нет в наличии,-,-,-,-
2913149,"Это будет, как трамвай","Громова Н., Вайсман М.",-,-,Детская художественная литература,"Проза для детей. Повести, рассказы",Октопус,-,2021,12+,-,Шкловский Н.,728,728,0.0,0,978-5-904065-39-3,"Книга о Никите Шкловском, сыне писателя Виктора Борисовича Шкловского, погибшего в самом конце войны, в 45 году в возрасте 21 года. Книга основана на материалах семейного архива, который был любовно собран матерью Василисой Георгиевной и сохранен сестрой Варварой Викторовной. Книга ценна своей живой документальностью, она дает возможность современным детям увидеть, чем жили такие же мальчики и девочки, как они, девяносто лет назад. Для среднего и старшего школьного возраста.",-,https://img-gorod.ru/29/131/2913149_detail.jpg,56,Твердая бумажная,20.5 x 26.5 x 0.9,330,-,Нет в наличии,-,-,-,-
2908436,Большая книга сказок о доброте и дружбе: Сборник,"Киричек Е., Пламеневская А., Болотова П. (ред.)",-,-,Детская художественная литература,Сказки,Хоббитека,Сказки на ночь,2022,0+,-,-,929,929,3.67,3,978-5-907257-24-5,"Это сборник увлекательных историй о чудесах, доброте и дружбе. Дорогие родители, бабушки и дедушки! Ваш любимый малыш обязательно вырастет не только красивым и умным, но и добрым и дружелюбным. Эти прекрасные и такие необходимые в жизни качества поможет развить наша книга, полная волшебных, очень трогательных сказок и милых иллюстраций. От всей души желаем вам приятного и полезного чтения!",-,https://img-gorod.ru/29/084/2908436_detail.jpg,92,Твердая глянцевая,26 x 26 x 1,620,2500,Нет в наличии,-,-,-,-
2909356,В родном краю: Новый сборник стихотворений для детей,Коринфский А.А.,-,-,Детская художественная литература,Стихи и песни,Ключи,-,2021,12+,-,-,360,360,0.0,0,978-5-905588-41-9,"Аполлон Аполлонович Коринфский (1868-1937) — известный русский бытописатель, поэт, журналист, критик и переводчик. Его книга «В родном краю. Новый сборник стихотворений для детей» впервые увидела свет в 1911 г. и с тех пор не переиздавалась. Печатается по изданию: Коринфский А.А. «В родном краю. Новый сборник стихотворений для детей». СПб.: Издание В.И. Губинского, 1911.",-,https://img-gorod.ru/29/093/2909356_detail.jpg,160,Мягкая бумажная,20 x 12.5 x 0.9,170,500,Нет в наличии,-,-,-,-
2911056,Привидение в шкафу,Эпштейн Д.,-,-,Детская художественная литература,Детская фантастика,Издательские решения,-,2021,6+,-,Гущина Т,520,520,4.33,3,978-5-0055-8414-4,"Однажды в самой обычной квартире на десятом этаже самого обычного дома появилась очень необычная книга. Нет, совсем не книга заклинаний и даже не волшебный дневник. Но с самыми обычными ребятами Сашкой и Юлькой вдруг стали происходить очень необычные вещи...",-,https://img-gorod.ru/29/110/2911056_detail.jpg,172,Мягкая бумажная,20.5 x 14.5 x 1.1,220,-,Нет в наличии,-,-,-,-
363353,Посмотри и раскрась. Веселая компания,-,-,-,Детская художественная литература,Раскраски,Фламинго,Посмотри и раскрась - веселые раскраски,2020,-,-,-,32,32,0.0,0,978-5-7833-2659-2,"Книжки-раскраски; мягкая обл.; формат: 17 х 21,5 см; 16 цв.стр.+ цв.обл",-,https://img-gorod.ru/36/335/363353_detail.jpg,16,-,-,-,-,Нет в наличии,-,-,-,-
364781,Стрела и река. Повесть о первопечатниках,Каликинская Е.,-,-,Детская художественная литература,"Проза для детей. Повести, рассказы",Примула,-,2019,12+,-,-,554,554,0.0,0,978-5-6042076-1-1,"Печатные книги, как величайшее искусство и явление культуры, появились на Руси в сложный и противоречивый период правления Иоанна Грозного. Повесть, предназначенная для подростков, от лица мальчиков того времени рассказывает о непростой судьбе тех, кому мы обязаны созданием печатных книг на славянском языке.",-,https://img-gorod.ru/36/478/364781_detail.jpg,204,-,-,-,1000,Нет в наличии,-,-,-,-
367278,Царевна-лягушка.,-,-,-,Детская художественная литература,Сказки,"ООО ""ГеоДом""",Добрые сказки,2020,-,-,-,74,74,0.0,0,978-5-907093-34-8,"Русская народная сказка «Царевна-лягушка» это детская классика в изложении писателя А.Н. Толстого. Книга перенесёт ребенка в волшебный сказочный мир. Расскажет о чудесных приключениях главного героя. Книжка учит верности и доброте. На красочных страницах с яркими иллюстрациями малыша ждут любимые сказочные персонажи. «ДОБРЫЕ СКАЗКИ» знакомят малышей с родной речью и народной мудростью. У этой книги очень качественная полиграфия и действительно уникальные добрые и яркие иллюстрации, и при этом очень доступная цена. Заказывайте «ДОБРЫЕ СКАЗКИ» прямо сейчас, книжки уже с нетерпением ждут встречи со своими маленькими читателями!",-,https://img-gorod.ru/36/727/367278_detail.jpg,24,-,-,60,-,Нет в наличии,-,-,-,-
343504,Айболит (тигр),Чуковский К.И.,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-663-373-0,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/350/343504_detail.jpg,12,-,-,28,5000,Нет в наличии,-,-,-,-
343505,Айболит и воробей,Чуковский К.И.,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-663-374-7,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/350/343505_detail.jpg,12,-,-,28,5000,Нет в наличии,-,-,-,-
343506,Ежики смеются,Чуковский К.И.,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-663-640-3,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/350/343506_detail.jpg,12,-,-,28,5000,Нет в наличии,-,-,-,-
343508,Гуси лебеди,-,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-7811-62-5,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/350/343508_detail.jpg,12,-,-,28,3000,Нет в наличии,-,-,-,-
343509,Заюшкина избушка,-,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-7811-63-2,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/350/343509_detail.jpg,12,-,-,28,3000,Нет в наличии,-,-,-,-
343510,Идет коза рогатая,-,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-7811-64-9,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/351/343510_detail.jpg,12,-,-,28,5000,Нет в наличии,-,-,-,-
343511,Коза-дереза,-,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-7811-65-6,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/351/343511_detail.jpg,12,-,-,28,5000,Нет в наличии,-,-,-,-
343515,Маша и медведь,-,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-7811-70-0,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/351/343515_detail.jpg,12,-,-,28,5000,Нет в наличии,-,-,-,-
343516,Серенький козлик,-,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-7811-74-8,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/351/343516_detail.jpg,12,-,-,28,5000,Нет в наличии,-,-,-,-
343517,Сорока-белобока,-,-,-,Детская художественная литература,Сказки,Кредо,Книжки-Меловки,2020,-,-,-,41,41,0.0,0,978-617-7811-75-5,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/351/343517_detail.jpg,12,-,-,28,5000,Нет в наличии,-,-,-,-
343522,Чем питается зверёк?,-,-,-,Детская художественная литература,Книги-игрушки/Книги - игрушки,Кредо,Книжки-Меловки,2020,-,-,-,24,24,0.0,0,978-617-7811-59-5,"Вашему вниманию представляется красочная книжка для малышей. Она отлично подходит для чтения родителями своим детям. Данная книга отличается яркими забавными рисунками, которые без сомнения понравятся малышам. Если в Вашем доме подрастает маленький человечек — сын или дочка, внук или внучка, значит Вам пора познакомиться с книгами Издательского дома «Кредо».",-,https://img-gorod.ru/34/352/343522_detail.jpg,12,-,-,15,5000,Нет в наличии,-,-,-,-
348090,Азбука для малышей,Жукова М.А.,-,-,Детская художественная литература,Раскраски,Умка,Школа Жуковой,2019,0+,-,-,92,92,0.0,0,978-5-506-03486-5,"Водная раскраска ""Азбука для малышей"" Марины Жуковой ТМ ""УМка"": - буквы - слова - крупные картинки  В водной раскраске с помощью воды и кисточки ребёнок сможет создавать настоящие шедевры, которые развлекут малыша и будут способствовать его гармоничному развитию. Благодаря компактному формату раскраску удобно взять с собой.  Игровые занятия с раскраской ТМ ""УМка"" подготавливают руку к письму и способствуют развитию: - мелкой моторики - сенсорного развития - творческого мышления - внимания - речи  Объём: 8 стр. Формат: 200 х 250 мм. Материал: офсетная бумага. Рекомендуем для малышей.",-,https://img-gorod.ru/34/809/348090_detail.jpg,8,-,25 x 0.1 x 20,80,3000,Нет в наличии,-,-,-,-
348681,Адвент-календарь. Ко Дню Рождения! (Динозаврик),-,-,-,Детское творчество и досуг,Все для детских игр/Организация праздника,Проф-пресс,АДВЕНТ-КАЛЕНДАРЬ глянц.ламин. тиснение 277х332,2021,0+,-,-,152,152,1.0,1,978-5-378-31201-6,"Наполните неделю до дня рождения праздничным настроением и весельем! Повесьте плакат, положите в конверт карточку с заданием и наклейку с количеством дней, обставившихся до торжества. Выполняя по одному заданию каждый день, вы с малышом подготовите украшения для праздника, а также весело проведёте время вместе!",-,https://img-gorod.ru/34/868/348681_detail.jpg,-,-,27.5 x 0.2 x 33,100,3000,Нет в наличии,-,-,-,-
352803,Многоразовые наклейки.Динозавры,-,-,-,Детская художественная литература,Книги-игрушки/Книги с наклейками,Фламинго,МНОГОРАЗОВЫЕ НАКЛЕЙКИ,2019,0+,-,-,83,83,0.0,0,978-5-7833-2487-1,"Xудожник: Н. Фаттахова Книжка с наклейками; формат: 21х28,5 см; 2 цв.стр.+ 2 л. цв. накл.+цв.обл.;  в пачке 50 шт.",-,https://img-gorod.ru/35/280/352803_detail.jpg,4,-,-,-,-,Нет в наличии,-,-,-,-
352966,Бушбейби. Пушистые друзья.,Ананьева Н.,-,-,Детская художественная литература,Раскраски,Умка,Первая раскраска,2020,0+,-,-,54,54,0.0,0,978-5-506-03694-4,"Любимые герои мультфильмов теперь на страницах раскрасок! Серии для самых маленьких привлекут внимание ребёнка крупными яркими образами, интересными сюжетами и забавными  диалогами.",-,https://img-gorod.ru/35/296/352966_detail.jpg,16,-,21.5 x 0.2 x 29,80,5000,Нет в наличии,-,-,-,-
354282,Котёнок и ёлка,-,-,-,Детская художественная литература,Книги-игрушки/Книги - игрушки,Фламинго,Котенок Боня,2020,0+,-,-,68,68,0.0,0,978-5-7833-2588-5,"Мягкая обл., формат: 20х26 см; 16 цв.стр.+цв.обл",-,https://img-gorod.ru/35/428/354282_detail.jpg,16,-,-,-,-,Нет в наличии,-,-,-,-
327367,Книга игр и загадок,-,-,-,Детское творчество и досуг,Все для детских игр/Головоломки. Кроссворды. Загадки,Махаон,Новогодние забавы,2017,0+,-,-,127,127,0.0,0,978-5-389-11898-0,"Какие развлечения ты можешь придумать, чтобы весело провести время морозным зимним вечером? Почитать книжку,  осмотреть мультик, пригласить друга в гости, поиграть в компьютерную игру… и всё? Тогда эта книжка – для тебя. Здесь столько разных интересностей – и для тебя, и для твоих друзей!  НОВОГОДНИЕ СТИХИ, ЗИМНИЕ ЗАГАДКИ, КАРТИНКИ-РАСКРАСКИ, ИГРЫ НА СМЕКАЛКУ И ВНИМАНИЕ, ВОЛШЕБНЫЕ ПОДЕЛКИ, КАРНАВАЛЬНЫЕ МАСКИ, НОВОГОДНИЕ УКРАШЕНИЯ ДЛЯ КОМНАТЫ, ПРАЗДНИЧНЫЕ ОТКРЫТКИ, а ещё НАСТОЛЬНАЯ ИГРА И ПИСЬМО ДЕДУ МОРОЗУ.  С «Книгой игр и загадок» развлечений хватит для всех!",-,https://img-gorod.ru/32/736/327367_detail.jpg,48,-,25.5 x 19.5 x 0.4,121,5000,Нет в наличии,-,-,-,-
