ID товара,Название,Автор,Цикл,Том,Категория,Подкатегории,Издательство,Серия,Год издания,Возрастные ограничения,Переводчик,Художник,Цена,Цена со скидкой,Рейтинг,Кол-во оценок,ISBN,Аннотация,Отрывок,Обложка,Кол-во страниц,Тип обложки,Формат,Вес,Тираж,Наличие на сайте,Поступит в продажу,Наличие в магазинах,Наличие в местных магазинах,Карта
2955566,Азбука северных растений,Никитина Ю.,-,-,Детская художественная литература,Комиксы для детей,-,Alpaca Kids,2022,6+,-,-,1200,1002,5.0,1,978-5-6048461-6-2,"Перед вами альбом о растениях Крайнего Севера, в котором Юлия Никитина исследует связи между природным миром и миром людей. Азбука состоит из 33 разворотов, на каждом из которых справа находится буква, сплетенная из трав, кустарников или цветов (например, буква К - это княженика, клюква и кукушкин лён), а слева показаны отдельные виды, которые вошли в композицию.",-,https://img-gorod.ru/29/555/2955566_detail.jpg,68,Твердая бумажная,30 x 21.5 x 1,500,-,В наличии,-,-,-,-
2955917,О происхождении китайского календаря,Дун Хан,-,-,Детская художественная литература,Фольклор для детей,-,-,2022,6+,Абибок К.,Цзытун Л.,1064,1064,0.0,0,978-5-907447-14-1,"Наиболее распространенная китайская легенда гласит: Пришло 12 зверей: время стояло холодное, а чтобы попасть к Будде, нужно было переплыть широкую реку. Каждому животному в порядке живой очереди Будда подарил по одному году управления.",-,https://img-gorod.ru/29/559/2955917_detail.jpg,-,Мягкая бумажная,23.2 x 22.8 x 0.4,120,1000,Осталось мало,-,-,-,-
2955918,Четыре сокровища письменного стола,Юйтун П.,-,-,Детская художественная литература,Сказки,-,-,2022,6+,Абибок К.,Цзявэнь М.,1120,1120,0.0,0,978-5-907447-15-8,"Четыре сокровища письменного стола — широко распространенное в позднеимперском Китае образное выражение: под четырьмя драгоценностями подразумеваются кисть, бумага, тушь и тушечница.",-,https://img-gorod.ru/29/559/2955918_detail.jpg,-,Мягкая бумажная,23.2 x 22.8 x 0.3,130,1000,Осталось мало,-,-,-,-
2956117,Уймак кыз = Дюймовочка. Буре hэм жиде кэжэ бэтие = Волк и семеро козлят,"Андерсен Г.Х., Гримм Я., Гримм В.",-,-,Детская художественная литература,Сказки,Проф-пресс,Мир сказок,2022,0+,Арсланова А.,Кочура А.,75,75,0.0,0,978-5-378-33866-5,"В книге читатели встретятся с любимыми героями самых знаменитых зарубежных авторов – Г.Х. Андерсена и братьев Гримм. Любимые сказки повествуют о добре, отзывчивости и взаимовыручке. Сказки на русском и татарском языках!",-,https://img-gorod.ru/29/561/2956117_detail.jpg,16,Мягкая глянцевая,24 x 16.5 x 0.2,50,5000,Осталось мало,-,-,-,-
2956118,Этэчкэй - алтын тарак = Петушок - золотой гребешок. Йомры икмэк = Колобок,Арсланова А.,-,-,Детская художественная литература,Сказки,Проф-пресс,Мир сказок,2022,0+,Арсланова А.,Сребренник Д.,75,75,0.0,0,978-5-378-33867-2,"Одни из лучших сказок для самых маленьких читателей вошли в состав данной книги. Малыш узнает о том, что такое дружба, и как товарищи спасают друг друга в беде; познакомится с зайцем, волком, медведем, а также хитрой лисой, сумевшей обмануть весельчака... Сказки на русском и татарском языках!",-,https://img-gorod.ru/29/561/2956118_detail.jpg,16,Мягкая глянцевая,24 x 16.5 x 0.2,50,5000,Осталось мало,-,-,-,-
2956119,Чуар тавык = Курочка Ряба. Теремкэй = Теремок,Арсланова А.,-,-,Детская художественная литература,Сказки,Проф-пресс,Мир сказок,2022,0+,Арсланова А.,Тарнагурская И.,75,75,0.0,0,978-5-378-33868-9,"В книге вас ждут любимые герои, с которыми малыши знакомятся впервые, ещё не умея ходить! Добрые и поучительные тексты русских народных сказок, яркие иллюстрации со множеством деталей – их так интересно рассматривать! Сказки на русском и татарском языках!",-,https://img-gorod.ru/29/561/2956119_detail.jpg,16,Мягкая глянцевая,24 x 16.5 x 0.2,50,5000,Осталось мало,-,-,-,-
2956120,Шалкан = Репка. Хэйлэкэр толке hэм буре = Лисичка-сестричка и волк,Арсланова А.,-,-,Детская художественная литература,Сказки,Проф-пресс,Мир сказок,2022,0+,Арсланова А.,Сребренник Д.,75,75,0.0,0,978-5-378-33869-6,"Когда нужно выполнить сложное дело, на помощь приходят друзья и близкие! Русская народная сказка ""Репка"" расскажет малышам о том, что сплочённость и поддержка творят чудеса! А другая любимая сказка — ""Лисичка-сестричка и волк"" — напомнит, что дружба... Сказки на русском и татарском языках!",-,https://img-gorod.ru/29/561/2956120_detail.jpg,16,Мягкая глянцевая,24 x 16.5 x 0.2,50,5000,Осталось мало,-,-,-,-
2954906,Моя любимая раскраска. Принцессы-мультяшки,-,-,-,Детская художественная литература,Раскраски,Книжный Дом Минск,Моя любимая раскраска,2023,0+,-,Чайрук В.,86,86,0.0,0,978-985-17-2444-0,Развивающее издание для детей дошкольного и младшего школьного возраста.,-,https://img-gorod.ru/29/549/2954906_detail.jpg,8,Мягкая глянцевая,26 x 20.5 x 0.1,38,7050,Осталось мало,-,-,-,-
2954907,Моя любимая раскраска. Динозаврики,-,-,-,Детская художественная литература,Раскраски,Книжный Дом Минск,Моя любимая раскраска,2023,0+,-,Чайрук В.,86,86,0.0,0,978-985-17-2445-7,Развивающее издание для детей дошкольного и младшего школьного возраста.,-,https://img-gorod.ru/29/549/2954907_detail.jpg,8,Мягкая глянцевая,26 x 20.5 x 0.1,36,7050,Осталось мало,-,-,-,-
2955478,Классическая аппликация с раскраской,Екимовских К.М.,-,-,Детское творчество и досуг,Поделки и модели из бумаги. Аппликация. Оригами,Феникс +,Вырезаю. Клею. Раскрашиваю,2022,0+,-,Екимовских К.М.,65,65,0.0,0,978-5-500-00732-2,"Малыш научится самостоятельно вырезать и клеить - теперь это легко! А готовую картинку можно отнести в детский сад или подарить. Серия включает в себя 2 издания. С помощью «Классической аппликации» ребёнок познакомится с базовыми геометрическими фигурами. «Объёмная аппликация» содержит детали для создания трёхмерного эффекта. Занимаясь, малыш тренирует аккуратность и усидчивость, так необходимые в детском саду и в будущем - в школе.",-,https://img-gorod.ru/29/554/2955478_detail.jpg,-,Мягкая бумажная,26 x 20 x 0.1,50,-,В наличии,-,26 магазинов,22 магазина (Москва),https://www.chitai-gorod.ru/shops/reserve/?elem_id=2955478
